항목ID,항목명,데이터타입,설문 문항
J_20_05_005#4,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#5,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#6,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#7,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#8,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#9,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#10,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#11,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#12,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_005#13,최근 1개월간 온수매트 브랜드를 접촉한 채널,복수,"온수매트 브랜드 선택 시, 최근 1개월 동안 온수매트 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_20_05_006,향후 1년 이내 온수매트 구입 의향,단수,향후 1년 이내에 온수매트를 구매할 의향이 있습니까?
J_20_05_007,온수매트 선택 시 영향 요소 1순위,단수,"온수매트 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_20_05_008,온수매트 선택 시 영향 요소 2순위,단수,"온수매트 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_21_02_001,보일러 보유 여부,단수,귀댁에는 보일러가 있습니까?
J_21_02_002,최근 2년간 보일러 교체/설치 여부,단수,귀하께서는 최근 2년간 보일러를 교체 또는 새로 설치하신 적이 있으십니까?
J_21_02_004,보일러 브랜드 선택 시 광고의 영향력,단수,"보일러 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_21_02_005#1,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#2,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#3,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#4,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#5,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#6,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#7,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#8,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#9,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#10,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#11,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#12,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_005#13,보일러 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"보일러 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_21_02_007#1,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#2,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#3,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#4,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#5,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#6,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#7,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#8,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#9,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#10,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#11,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#12,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_007#13,최근 1개월간 보일러 브랜드를 접촉한 채널,복수,"보일러 브랜드 선택 시, 최근 1개월 동안 보일러 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_21_02_008,향후 1년 이내 보일러 교체 의향,단수,향후 1년 이내에 보일러를 교체/설치하실 의향이 있습니까?
J_21_02_010,보일러 선택 시 영향 요소 1순위,단수,"보일러 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_21_02_011,보일러 선택 시 영향 요소 2순위,단수,"보일러 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_22_01_001,최근 1년간 여행사_여행/숙박 중개사 이용 여부,단수,최근 1년간 여행사 및 여행_숙박 중개사를 이용하신 적이 있습니까?
J_22_01_003,주로 여행사_여행/숙박 중개사 이용하는 방법,단수,귀하께서는 주로 여행사나 여행_숙박 중개사를 어떤 방법으로 이용하십니까? 가장 많이 이용하시는 방법으로 한 가지만 골라주십시오.
J_22_01_004#1,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_004#2,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_004#3,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_004#4,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_004#5,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_004#6,가장 최근 여행사_여행/숙박 중개사 이용 서비스,복수,"귀하께서 가장 최근 여행사 또는 여행_숙박 중개사를 이용하셨을 때, 어떤 서비스를 이용하셨습니까?"
J_22_01_006,여행사_여행/숙박 중개사 브랜드 선택 시 영향 요소 1순위,단수,"여행사 및 여행_숙박 중개사 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_22_01_007,여행사_여행/숙박 중개사 브랜드 선택 시 영향 요소 2순위,단수,"여행사 및 여행_숙박 중개사 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_22_01_008,여행사_여행/숙박 중개사 브랜드 선택 시 광고의 영향력,단수,"여행사 및 여행_숙박 중개사 선택 시, 광고의 영향력은 어느 정도입니까?"
J_22_01_009#1,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#2,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#3,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#4,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#5,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#6,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#7,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#8,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#9,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#10,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#11,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#12,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_009#13,여행사_여행/숙박 중개사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_01_010#1,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#2,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#3,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#4,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#5,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#6,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#7,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#8,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#9,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#10,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#11,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#12,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_01_010#13,최근 1개월간 여행사_여행/숙박 중개사 브랜드를 접촉한 채널,복수,"여행사 및 여행_숙박 중개사 선택 시, 최근 1개월 동안 여행사 및 여행_숙박 중개사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_001,최근 1년간 항공사 이용 경험 여부,단수,최근 1년간 항공사를 이용해 보신 적이 있습니까?
J_22_03_003,최근 1년간 국내 항공여행 경험 여부,단수,귀하께서는 최근 1년간 국내 항공여행을 다녀오신 적이 있습니까?
J_22_03_005,국내여행 항공사 브랜드 선택 시 영향 요소 1순위,단수,국내여행을 위해 항공사 선택 시 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오.
J_22_03_006,국내여행 항공사 브랜드 선택 시 영향 요소 2순위,단수,국내여행을 위해 항공사 선택 시 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오.
J_22_03_008,최근 1년간 해외 항공여행 경험 여부,단수,귀하께서는 최근 1년 동안 해외 항공여행을 다녀오신 적이 있습니까?
J_22_03_010,항공사 선택 시 결정에 영향을 미친 사람,단수,해외여행을 위해 항공사 선택 시 결정에 가장 큰 영향력을 끼친 사람은 누구였나요?
J_22_03_012,해외여행 항공사 브랜드 선택 시 영향 요소 1순위,단수,해외여행을 위해 항공사 선택 시 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오.
J_22_03_013,해외여행 항공사 브랜드 선택 시 영향 요소 2순위,단수,해외여행을 위해 항공사 선택 시 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오.
J_22_03_014,항공사 브랜드 선택 시 광고의 영향력,단수,"항공사 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_22_03_016#1,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#2,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#3,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#4,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#5,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#6,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#7,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#8,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#9,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#10,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#11,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#12,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_016#13,항공사 브랜드 선택 시 영향을 미쳤던 정보 채널,복수,"항공사 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_22_03_017#1,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#2,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#3,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#4,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#5,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#6,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#7,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#8,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#9,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#10,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#11,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#12,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_03_017#13,최근 1개월간 항공사 브랜드를 접촉한 채널,복수,"항공사 브랜드 선택 시, 최근 1개월 동안 항공사 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_22_04_001,최근 1년간 해외여행 경험 여부,단수,최근 1년간 해외로 여행을 다녀오신 적이 있습니까?
J_22_04_002,최근 1년간 해외여행 횟수,단수,최근 1년간 해외여행을 얼마나 자주 가보셨습니까?
J_22_04_004,해외 국가 소개하는 광고 시청 경험 여부,단수,귀하께서는 해외 각 국가를 소개하는 이미지 광고나 홍보 광고(ex. ○○관광청 광고)를 한번이라도 보신 적이 있습니까?
J_22_04_005,해당 광고 시청시 방문 의사 발생 영향 여부,단수,"귀하께서는 해외 국가(혹은 자치령)의 이미지 광고나 홍보 광고를 보게 되면, 해당 국가를 한번 쯤 방문해 보고 싶다는 생각이 드는 데 얼마나 영향을 미칩니까?"
J_22_04_006,방송을 통해 접하는 해외 국가 방문 의사 발생 여부,단수,"귀하께서는 드라마나 예능 프로그램에 등장하는 해외 국가 또는 도시를 보게 되면, 해당 국가/도시를 한번 쯤 방문해 보고 싶다는 생각에 얼마나 영향을 미칩니까?"
J_22_04_008,향후 1년 이내 해외여행 의사 여부,단수,향후 1년 이내에 해외 국가로 여행을 다녀오실 의향이 있으십니까?
J_23_18_001,의류(외출복) 구매 기준,단수,"귀하는 외출할 때 입을 의류를 구매하실 때, 다음 중 어떤 점을 가장 중요하게 보십니까? (하나만)"
J_23_18_002,본인 패션 감각 평가,단수,귀하는 본인의 패션 감각이 같은 또래의 사람들과 비교할 때 더 뛰어나다고 보십니까?
J_23_18_003,의류 구매 패턴,단수,"귀하는 외출할 때 입을 의류를 구매할 때, 동일한 예산 내 에서 중저가의 의류를 여러개 구매하는 걸 좋아하십니까? 아 니면 고가의 의류를 하나만 구매하는 것을 좋아하십니까"
J_23_18_004#1,의류 구매처,복수,귀하는 외출할 때 입을 의류를 주로 어디에서 구매하고 계 십니까? 자주 구매하는 순서대로 3개를 골라 주십시오.
J_23_18_004#2,의류 구매처,복수,귀하는 외출할 때 입을 의류를 주로 어디에서 구매하고 계 십니까? 자주 구매하는 순서대로 3개를 골라 주십시오.
J_23_18_004#3,의류 구매처,복수,귀하는 외출할 때 입을 의류를 주로 어디에서 구매하고 계 십니까? 자주 구매하는 순서대로 3개를 골라 주십시오.
J_23_18_005,의류 착용 가상현실 서비스 이용 의향,단수,"귀하가 의류를 구매할 때, 본인이 입었을 때 어떤 모습이 될지를 가상현실로 보여주는 서비스가 있다면 이용할 의향 이 있습니까?"
J_23_18_006,1년간 의류 구매 비용,단수,"귀하가 입을 의류(외출복, 운동복, 이너웨어 등 모두 포함) 를 구매하는데 1년 동안 평균 어느 정도 비용을 지출하는 편입니까?"
J_23_08_001,최근 1년 이내 골프웨어 의류 구입 여부,단수,최근 1년 이내에 골프웨어를 구입하신 적이 있습니까?
J_23_08_002,최근 1년 이내 골프웨어 의류 구입 빈도,단수,최근 1년 이내에 골프웨어를 얼마나 자주 구입하셨습니까? 
J_23_08_005,골프웨어 브랜드 선택 시 고려 사항 1순위,단수,"골프웨어 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_08_006,골프웨어 브랜드 선택 시 고려 사항 2순위,단수,"골프웨어 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_08_007,골프웨어 선택 시 광고의 영향력,단수,"골프웨어 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_23_08_008#1,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#2,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#3,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#4,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#5,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#6,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#7,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#8,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
